transaction_id,timestamp,account_id,transaction_type,channel,amount,transaction_state,device_id,device_trusted,merchant_category,merchant_id,is_suspicious_simulated,suspicious_pattern,customer_age,home_state,monthly_income,account_age_days,typical_amount,customer_segment,customer_amount_mean,customer_amount_std,customer_amount_median,amount_zscore,transactions_1h,transactions_24h,hour,day_of_week,month,location_mismatch,rule_amount_zscore,rule_high_value,rule_velocity_1h,rule_unusual_hour,rule_new_device_location,rule_round_amount,rule_structuring,risk_score,alert_flag,risk_level,triggered_rules
TX-0046190,2025-04-28 17:04:00,ACC-01126,Cartao,Carteira digital,1210.77,MG,DEV-01126-A,1,Servicos,MER-1151,1,Alta velocidade,33,SP,2693.56,1178,82.2,Varejo,201.62652173913042,257.8174742580617,120.28,3.9141779709267115,5,5,17,Monday,2025-04,1,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0003121,2025-09-17 14:02:36,ACC-01006,PIX,Internet Banking,7677.32,RS,NEW-3088164,0,Outros,MER-1000,0,Normal,74,DF,5120.84,3606,802.05,Varejo,1339.0264705882353,1761.393613129747,926.15,3.5984537937261587,1,1,14,Wednesday,2025-09,1,1,0,0,0,1,0,0,55,1,Critico,amount_zscore; new_device_location
TX-0046213,2025-04-29 14:00:00,ACC-00291,PIX,App,4000.0,RJ,NEW-5125002,0,Eletronicos,MER-1138,1,Fracionamento,69,SP,4601.42,2887,218.32,Digital,1320.8200000000002,1810.8790717737713,259.265,1.4794913927497768,2,5,14,Tuesday,2025-04,1,0,0,0,0,1,1,1,55,1,Critico,new_device_location; round_amount; structuring
TX-0001716,2025-09-22 12:00:00,ACC-00683,PIX,App,3000.0,SP,NEW-7848711,0,Outros,MER-1031,1,Fracionamento,35,RJ,4511.97,4240,253.87,Varejo,914.2790322580646,1415.5576387307697,250.75,1.4734270867359762,2,3,12,Monday,2025-09,1,0,0,0,0,1,1,1,55,1,Critico,new_device_location; round_amount; structuring
TX-0026022,2025-08-24 21:45:43,ACC-01583,PIX,App,1963.09,MG,RISK-5267341,0,Viagem,MER-0671,1,Novo dispositivo e local,30,RJ,2883.25,2877,446.48,Empresarial,482.8594444444444,411.3190499367245,369.445,3.598740578106624,1,1,21,Sunday,2025-08,1,1,0,0,0,1,0,0,55,1,Critico,amount_zscore; new_device_location
TX-0042722,2025-04-18 12:18:22,ACC-00882,Boleto,App,6643.25,PR,RISK-6786502,0,Restaurante,MER-0710,1,Novo dispositivo e local,37,PE,10533.29,1676,1236.81,Empresarial,1616.6523076923077,1403.9142056017743,1153.5349999999999,3.580416575493721,1,1,12,Friday,2025-04,1,1,0,0,0,1,0,0,55,1,Critico,amount_zscore; new_device_location
TX-0010894,2025-04-29 14:00:00,ACC-00601,PIX,App,3000.0,MG,NEW-6235179,0,Mercado,MER-0841,1,Fracionamento,56,SP,6954.05,815,716.58,Varejo,1367.9508333333333,1253.7164134299364,852.01,1.3017690038863587,2,5,14,Tuesday,2025-04,1,0,0,0,0,1,1,1,55,1,Critico,new_device_location; round_amount; structuring
TX-0041443,2025-02-03 13:02:00,ACC-01010,Cartao,Carteira digital,657.74,RS,DEV-01010-A,1,Servicos,MER-0348,1,Alta velocidade,41,MG,2786.0,2416,115.59,Digital,118.60333333333334,126.90726893165852,77.31,4.248272547390488,3,3,13,Monday,2025-02,1,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0038714,2025-07-16 08:04:00,ACC-02216,Transferencia,Internet Banking,1283.08,SP,DEV-02216-A,1,Transporte,MER-0268,1,Alta velocidade,50,SP,3184.97,2316,286.96,Digital,243.07346153846154,242.6321092673813,170.19,4.286351635823468,5,5,8,Wednesday,2025-07,0,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0022886,2025-07-02 13:00:00,ACC-02068,PIX,App,3000.0,MG,NEW-0008563,0,Mercado,MER-0930,1,Fracionamento,52,SP,2898.28,1686,139.21,Varejo,1044.5242857142857,1501.9717025782193,277.66,1.3019391183795472,2,4,13,Wednesday,2025-07,1,0,0,0,0,1,1,1,55,1,Critico,new_device_location; round_amount; structuring
TX-0046345,2025-03-16 12:00:00,ACC-01334,PIX,App,4000.0,BA,NEW-0781347,0,Transporte,MER-0834,1,Fracionamento,73,MG,1790.82,2992,189.21,Varejo,957.0588,1571.4398491121663,191.21,1.9364032302726728,2,4,12,Sunday,2025-03,1,0,0,0,0,1,1,1,55,1,Critico,new_device_location; round_amount; structuring
TX-0019908,2025-09-10 14:00:00,ACC-00730,PIX,App,4000.0,SP,NEW-9297426,0,Viagem,MER-1197,1,Fracionamento,28,RJ,2416.11,3608,237.81,Varejo,894.9945161290321,1410.0895680696758,266.69,2.201991670728779,2,5,14,Wednesday,2025-09,1,0,0,0,0,1,1,1,55,1,Critico,new_device_location; round_amount; structuring
TX-0022804,2025-01-01 14:50:25,ACC-00937,Boleto,App,2088.67,MG,RISK-4256919,0,Viagem,MER-0215,1,Novo dispositivo e local,60,SP,1897.04,136,216.33,Alta renda,325.2904761904762,438.17414793066234,212.74,4.024380562242948,1,1,14,Wednesday,2025-01,1,1,0,0,0,1,0,0,55,1,Critico,amount_zscore; new_device_location
TX-0046422,2025-05-03 21:37:39,ACC-02278,PIX,App,1896.81,SP,NEW-7319765,0,Eletronicos,MER-0588,0,Normal,30,PR,2726.63,4657,338.86,Varejo,428.00193548387097,395.90339593912176,339.07,3.7100163312112335,1,1,21,Saturday,2025-05,1,1,0,0,0,1,0,0,55,1,Critico,amount_zscore; new_device_location
TX-0037763,2025-08-08 17:03:00,ACC-01450,PIX,Internet Banking,449.52,SC,NEW-6598646,1,Transporte,MER-0310,1,Alta velocidade,77,MG,907.79,3136,35.73,Varejo,63.70851851851852,94.69910005679542,26.87,4.074077591551477,4,4,17,Friday,2025-08,1,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0011030,2025-08-06 18:03:00,ACC-01734,Transferencia,App,1042.65,MG,DEV-01734-A,1,Eletronicos,MER-0458,1,Alta velocidade,18,BA,719.35,3412,92.12,Varejo,190.1142857142857,216.88422710316578,109.37,3.9308331715620195,4,4,18,Wednesday,2025-08,1,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0026670,2025-12-21 12:02:00,ACC-02359,Boleto,App,968.24,SP,NEW-7826142,1,Eletronicos,MER-0149,1,Alta velocidade,60,SP,920.17,2831,70.17,Empresarial,174.2433333333333,221.11413171969326,87.7,3.5908906431779655,3,3,12,Sunday,2025-12,0,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0039260,2025-08-01 14:00:00,ACC-01100,PIX,App,4000.0,SC,NEW-7462867,0,Servicos,MER-0080,1,Fracionamento,40,SP,9621.81,1104,793.09,Varejo,1842.835882352941,1424.9424824929727,1080.89,1.513860485002206,2,6,14,Friday,2025-08,1,0,0,0,0,1,1,1,55,1,Critico,new_device_location; round_amount; structuring
TX-0023537,2025-06-05 09:04:00,ACC-01467,Saque,ATM,1748.25,DF,NEW-0283515,1,Transporte,MER-1095,1,Alta velocidade,26,SP,1758.82,1984,192.78,Digital,327.64916666666664,342.8500081340764,269.62,4.143505321947629,5,5,9,Thursday,2025-06,1,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0028293,2025-02-13 07:04:00,ACC-00293,Transferencia,App,2121.45,SP,DEV-00293-A,1,Servicos,MER-1194,1,Alta velocidade,38,SP,5288.33,2165,153.11,Empresarial,253.7084848484849,360.9139325649643,128.57,5.17503301099445,5,5,7,Thursday,2025-02,0,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0039378,2025-03-11 18:04:00,ACC-00813,PIX,Internet Banking,1212.95,DF,DEV-00813-A,1,Outros,MER-0332,1,Alta velocidade,61,MG,1090.74,4743,110.62,Alta renda,161.47916666666666,284.1048141231876,69.61500000000001,3.700996185433931,5,5,18,Tuesday,2025-03,1,1,0,1,0,0,0,0,55,1,Critico,amount_zscore; velocity_1h
TX-0017234,2025-02-22 16:47:27,ACC-00104,Cartao,POS,15500.0,PR,DEV-00104-A,1,Transporte,MER-0781,1,Valor atipico,76,PR,3035.51,2386,180.64,Alta renda,841.6325,3126.4656163473433,147.885,4.688478716463674,1,1,16,Saturday,2025-02,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0019217,2025-11-20 07:04:00,ACC-01794,Cartao,Carteira digital,97.71,SP,DEV-01794-A,0,Restaurante,MER-0701,1,Alta velocidade,30,BA,2108.14,2044,158.65,Alta renda,153.48185185185187,124.3688932799095,118.09,-0.4484389173290267,5,5,7,Thursday,2025-11,1,0,0,1,0,1,0,0,50,1,Critico,velocity_1h; new_device_location
TX-0019651,2025-06-22 14:34:02,ACC-01430,PIX,App,22403.98,PR,DEV-01430-A,1,Eletronicos,MER-0055,1,Valor atipico,46,PR,14377.41,4661,1677.65,Varejo,2960.0495652173913,4519.619877496214,1722.99,4.302116319913653,1,1,14,Sunday,2025-06,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0000044,2025-06-12 18:57:44,ACC-01986,PIX,App,15500.0,RS,DEV-01986-A,1,Restaurante,MER-0714,1,Valor atipico,73,RS,1119.13,4935,163.05,Varejo,1077.796111111111,3603.5049226374344,168.55,4.002271177232959,1,1,18,Thursday,2025-06,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0009308,2025-02-24 18:04:16,ACC-00782,PIX,Internet Banking,15500.0,MG,DEV-00782-A,1,Viagem,MER-0667,1,Valor atipico,60,MG,2570.56,4785,259.02,Digital,1155.2544444444445,3586.6242375759575,240.745,3.9995116871374687,1,1,18,Monday,2025-02,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0021134,2025-03-06 20:58:39,ACC-00915,Cartao,E-commerce,15500.0,SP,DEV-00915-A,1,Restaurante,MER-0441,1,Valor atipico,60,SP,3307.52,3288,260.4,Digital,1054.4294736842105,3504.3532386788,215.27,4.122178770928358,1,1,20,Thursday,2025-03,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0032875,2025-06-10 15:05:59,ACC-00219,Cartao,E-commerce,15500.0,PR,DEV-00219-A,1,Mercado,MER-0162,1,Valor atipico,19,PR,1396.54,3583,97.16,Alta renda,1120.1786666666667,3979.118742810248,55.74,3.6138206127464296,1,1,15,Tuesday,2025-06,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0046121,2025-04-06 15:03:00,ACC-00719,Cartao,E-commerce,315.77,SP,DEV-00719-A,0,Mercado,MER-0843,1,Alta velocidade,20,MG,5190.75,3422,701.38,Varejo,619.7993548387097,536.8932746827528,407.16,-0.566275215532098,4,4,15,Sunday,2025-04,1,0,0,1,0,1,0,0,50,1,Critico,velocity_1h; new_device_location
TX-0044297,2025-11-20 20:13:17,ACC-02427,PIX,App,15500.0,BA,DEV-02427-A,1,Transporte,MER-0912,1,Valor atipico,33,BA,6432.38,4965,784.62,Varejo,1451.1889473684212,3422.356583158412,665.43,4.105010892718334,1,1,20,Thursday,2025-11,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0013676,2025-11-20 18:03:00,ACC-00719,Cartao,POS,78.75,PR,DEV-00719-A,0,Restaurante,MER-0538,1,Alta velocidade,20,MG,5190.75,3422,701.38,Varejo,619.7993548387097,536.8932746827528,407.16,-1.007740980101516,4,4,18,Thursday,2025-11,1,0,0,1,0,1,0,0,50,1,Critico,velocity_1h; new_device_location
TX-0005293,2025-10-19 12:16:30,ACC-01801,Cartao,E-commerce,15500.0,SP,DEV-01801-A,1,Transporte,MER-0375,1,Valor atipico,61,SP,9205.45,2130,1374.89,Digital,1889.433448275862,2838.539628475072,1107.74,4.794918631816334,1,1,12,Sunday,2025-10,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0042540,2025-10-19 10:55:31,ACC-01572,Transferencia,App,15500.0,RJ,DEV-01572-A,1,Servicos,MER-0044,1,Valor atipico,40,RJ,5589.32,4582,774.38,Alta renda,1378.452608695652,3112.2892011438335,667.75,4.5373506376317385,1,1,10,Sunday,2025-10,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0017911,2025-03-31 18:23:37,ACC-00953,PIX,App,15500.0,RS,DEV-00953-A,1,Outros,MER-0294,1,Valor atipico,77,RS,5861.67,4969,493.52,Varejo,1360.3647368421052,3404.5918292376973,430.78,4.1531073245640195,1,1,18,Monday,2025-03,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0018392,2025-07-28 15:12:14,ACC-01912,Cartao,Carteira digital,15500.0,SP,DEV-01912-A,1,Servicos,MER-0316,1,Valor atipico,32,GO,3799.79,2309,493.85,Varejo,1096.631111111111,2901.112847342886,447.71,4.96477374262806,1,1,15,Monday,2025-07,1,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0034750,2025-02-21 21:58:59,ACC-01323,Transferencia,App,15828.52,RJ,DEV-01323-A,1,Transporte,MER-1191,0,Normal,61,RJ,16445.82,1100,2523.85,Varejo,3721.63125,3397.5789105406434,2917.41,3.5633870673142005,1,1,21,Friday,2025-02,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0019769,2025-12-06 14:36:36,ACC-01991,Transferencia,App,15500.0,PE,DEV-01991-A,1,Eletronicos,MER-0007,1,Valor atipico,34,PE,5473.83,3449,658.09,Alta renda,1438.4004166666666,3057.871369014555,681.495,4.598492835839885,1,1,14,Saturday,2025-12,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0006855,2025-07-13 06:03:00,ACC-01835,PIX,App,158.44,PE,DEV-01835-A,0,Restaurante,MER-1136,1,Alta velocidade,41,SP,17410.22,3894,2192.64,Varejo,2545.145,2988.752313686301,1609.81,-0.7985623261822786,4,4,6,Sunday,2025-07,1,0,0,1,0,1,0,0,50,1,Critico,velocity_1h; new_device_location
TX-0043378,2025-12-05 21:52:23,ACC-00534,Cartao,Carteira digital,15500.0,SC,DEV-00534-A,1,Transporte,MER-1177,1,Valor atipico,38,SC,6061.98,4700,437.69,Alta renda,1128.2195454545456,3222.161618463572,407.685,4.460291616718584,1,1,21,Friday,2025-12,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0037269,2025-02-24 06:54:43,ACC-01781,Transferencia,Internet Banking,15500.0,RJ,DEV-01781-A,1,Restaurante,MER-0468,1,Valor atipico,39,RJ,994.76,4462,156.59,Varejo,1126.1664705882354,3706.1212450130074,241.14,3.878403478772675,1,1,6,Monday,2025-02,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0032212,2025-07-13 18:01:01,ACC-00927,PIX,Internet Banking,15500.0,RJ,DEV-00927-A,1,Transporte,MER-0773,1,Valor atipico,71,RJ,6032.09,2773,703.66,Varejo,1525.1328571428571,3257.2364726807027,807.08,4.290406072776117,1,1,18,Sunday,2025-07,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0022807,2025-07-14 23:55:20,ACC-01378,PIX,Internet Banking,15500.0,MG,DEV-01378-A,1,Servicos,MER-0865,1,Valor atipico,34,SP,9538.41,4682,735.27,Varejo,1858.8704761904762,3248.7105900610422,775.1,4.198936515164687,1,1,23,Monday,2025-07,1,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0012697,2025-03-28 19:01:48,ACC-00656,PIX,App,15500.0,RS,DEV-00656-A,1,Servicos,MER-0279,1,Valor atipico,35,RS,2599.49,2838,219.41,Varejo,1015.1190476190476,3325.1357079477298,262.03,4.356177378793663,1,1,19,Friday,2025-03,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0038475,2025-11-27 19:29:06,ACC-01941,PIX,Internet Banking,15500.0,PE,DEV-01941-A,1,Outros,MER-0688,1,Valor atipico,67,BA,6281.0,4033,668.38,Varejo,1325.3916666666667,3041.723654221283,670.9300000000001,4.660057896338449,1,1,19,Thursday,2025-11,1,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0013449,2025-02-28 22:57:52,ACC-01245,PIX,App,15500.0,SP,DEV-01245-A,1,Viagem,MER-0047,1,Valor atipico,61,SP,4040.08,1686,250.28,Digital,1106.9017647058822,3710.7861032539918,181.18,3.8787194504886164,1,1,22,Friday,2025-02,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0029963,2025-12-05 18:32:45,ACC-00863,Boleto,App,15500.0,GO,DEV-00863-A,1,Transporte,MER-0454,1,Valor atipico,51,GO,3676.53,4686,259.47,Alta renda,1088.2833333333333,3599.366797149678,233.295,4.003958884679172,1,1,18,Friday,2025-12,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0002217,2025-07-23 17:39:44,ACC-00463,Boleto,App,15500.0,PR,DEV-00463-A,1,Outros,MER-0464,1,Valor atipico,51,PR,2017.27,4519,305.15,Empresarial,1137.25,3388.6936350489186,330.71500000000003,4.238432725652008,1,1,17,Wednesday,2025-07,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0032901,2025-11-15 22:15:13,ACC-00696,Cartao,Carteira digital,15500.0,SP,NEW-8465026,0,Outros,MER-0626,1,Valor atipico,39,SP,7123.26,994,767.17,Varejo,1663.928947368421,3412.4941930189007,628.35,4.054533215305297,1,1,22,Saturday,2025-11,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0010467,2025-10-05 11:22:24,ACC-02126,Transferencia,App,15500.0,MG,DEV-02126-A,1,Transporte,MER-0380,1,Valor atipico,31,MG,3679.51,2665,287.31,Varejo,1244.2811764705882,3680.3453866890713,425.31,3.8734730917073534,1,1,11,Sunday,2025-10,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0010200,2025-07-11 18:14:01,ACC-00146,Cartao,POS,15500.0,PE,DEV-00146-A,1,Servicos,MER-0305,1,Valor atipico,61,PE,10500.85,1632,752.51,Varejo,1771.5625,3309.802161484445,950.575,4.147812113894687,1,1,18,Friday,2025-07,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
TX-0037466,2025-06-15 11:20:08,ACC-01695,PIX,App,15500.0,SP,DEV-01695-A,1,Mercado,MER-0793,1,Valor atipico,75,SP,2359.8,4396,106.67,Varejo,991.9676470588236,3738.9847987748117,80.06,3.8802062949534215,1,1,11,Sunday,2025-06,0,1,1,0,0,0,0,0,50,1,Critico,amount_zscore; high_value
